ckpt_path: ./log/train/model.ckpt-1011
Tensor("shigenet2/branch_crop/pw-conv3/Relu:0", shape=(?, 1, 1, 10), dtype=float32)
327 1.0 [b'000389.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
328 0.0 [b'000390.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_l
329 0.0 [b'000391.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_r
330 0.0 [b'000392.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l corp_l
331 1.0 [b'000393.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
332 1.0 [b'000394.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
333 1.0 [b'000395.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
334 1.0 [b'000396.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
335 1.0 [b'000397.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
336 1.0 [b'000398.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
337 1.0 [b'000399.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
338 1.0 [b'000400.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
339 1.0 [b'000401.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
340 1.0 [b'000402.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
341 1.0 [b'000403.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
342 1.0 [b'000404.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
343 1.0 [b'000405.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
344 1.0 [b'000406.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
345 1.0 [b'000407.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
346 1.0 [b'000408.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
347 1.0 [b'000409.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
348 1.0 [b'000410.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
349 1.0 [b'000411.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
350 1.0 [b'000412.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
351 1.0 [b'000413.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
352 0.0 [b'000414.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_l
353 1.0 [b'000415.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
354 1.0 [b'000416.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
355 1.0 [b'000417.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
356 1.0 [b'000418.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
357 0.0 [b'000419.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_l
358 1.0 [b'000420.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
359 1.0 [b'000421.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
360 1.0 [b'000422.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
361 1.0 [b'000423.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
362 1.0 [b'000424.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
363 0.0 [b'000425.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_r
364 0.0 [b'000426.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l corp_l
365 1.0 [b'000427.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
366 1.0 [b'000428.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
367 1.0 [b'000429.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
368 1.0 [b'000430.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
369 0.0 [b'000431.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_l
370 1.0 [b'000432.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
371 1.0 [b'000433.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
372 0.0 [b'000434.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l izumikawa_l
373 1.0 [b'000435.jpg'] [b'seesaa(sun)1-4_resized'] engi1_l engi1_l
374 1.0 [b'000436.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
375 0.0 [b'000437.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
376 0.0 [b'000438.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
377 1.0 [b'000439.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
378 0.0 [b'000440.jpg'] [b'rainy_engi_l'] engi1_l izumikawa_l
379 0.0 [b'000441.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
380 0.0 [b'000442.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
381 1.0 [b'000443.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
382 0.0 [b'000444.jpg'] [b'rainy_engi_l'] engi1_l kawakami_kitsuenjo
383 1.0 [b'000445.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
384 1.0 [b'000446.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
385 1.0 [b'000447.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
386 1.0 [b'000448.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
387 1.0 [b'000449.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
388 0.0 [b'000450.jpg'] [b'rainy_engi_l'] engi1_l izumikawa_l
389 1.0 [b'000451.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
390 0.0 [b'000452.jpg'] [b'rainy_engi_l'] engi1_l izumikawa_l
391 1.0 [b'000453.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
392 1.0 [b'000454.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
393 1.0 [b'000455.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
394 1.0 [b'000456.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
395 1.0 [b'000457.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
396 1.0 [b'000458.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
397 1.0 [b'000459.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
398 1.0 [b'000460.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
399 1.0 [b'000461.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
400 1.0 [b'000462.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
401 1.0 [b'000463.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
402 1.0 [b'000464.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
403 1.0 [b'000465.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
404 0.0 [b'000466.jpg'] [b'rainy_engi_l'] engi1_l izumikawa_r
405 1.0 [b'000467.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
406 1.0 [b'000468.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
407 1.0 [b'000469.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
408 1.0 [b'000470.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
409 1.0 [b'000471.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
410 1.0 [b'000472.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
411 1.0 [b'000473.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
412 1.0 [b'000474.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
413 1.0 [b'000475.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
414 1.0 [b'000476.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
415 0.0 [b'000477.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
416 0.0 [b'000478.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
417 0.0 [b'000479.jpg'] [b'rainy_engi_l'] engi1_l izumikawa_r
418 1.0 [b'000480.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
419 0.0 [b'000481.jpg'] [b'rainy_engi_l'] engi1_l kawakami_bench
420 1.0 [b'000482.jpg'] [b'rainy_engi_l'] engi1_l engi1_l
421 1.0 [b'000483.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
422 1.0 [b'000484.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
423 1.0 [b'000485.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
424 1.0 [b'000486.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
425 1.0 [b'000487.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
426 1.0 [b'000488.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
427 1.0 [b'000489.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
428 1.0 [b'000490.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
429 1.0 [b'000491.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
430 1.0 [b'000492.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
431 1.0 [b'000493.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
432 1.0 [b'000494.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
433 1.0 [b'000495.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
434 1.0 [b'000496.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
435 1.0 [b'000497.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
436 1.0 [b'000498.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
437 1.0 [b'000499.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
438 1.0 [b'000500.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
439 1.0 [b'000501.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
440 1.0 [b'000502.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
441 1.0 [b'000503.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
442 1.0 [b'000504.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
443 1.0 [b'000505.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
444 1.0 [b'000506.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
445 1.0 [b'000507.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
446 1.0 [b'000508.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
447 1.0 [b'000509.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
448 1.0 [b'000510.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
449 1.0 [b'000511.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
450 1.0 [b'000512.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
451 1.0 [b'000513.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
452 1.0 [b'000514.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
453 1.0 [b'000515.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
454 1.0 [b'000516.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
455 1.0 [b'000517.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
456 1.0 [b'000518.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
457 1.0 [b'000519.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
458 1.0 [b'000520.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
459 1.0 [b'000521.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
460 1.0 [b'000522.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
461 1.0 [b'000523.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
462 1.0 [b'000524.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
463 1.0 [b'000525.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
464 1.0 [b'000526.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
465 1.0 [b'000527.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
466 1.0 [b'000528.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
467 1.0 [b'000529.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
468 1.0 [b'000530.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
469 1.0 [b'000531.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
470 1.0 [b'000532.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
471 1.0 [b'000533.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
472 1.0 [b'000534.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
473 1.0 [b'000535.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
474 1.0 [b'000536.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
475 1.0 [b'000537.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
476 1.0 [b'000538.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
477 1.0 [b'000539.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
478 1.0 [b'000540.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
479 0.0 [b'000541.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_r
480 0.0 [b'000542.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_r
481 1.0 [b'000543.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
482 1.0 [b'000544.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
483 1.0 [b'000545.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
484 1.0 [b'000546.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
485 1.0 [b'000547.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
486 1.0 [b'000548.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
487 1.0 [b'000549.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
488 0.0 [b'000550.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_r
489 1.0 [b'000551.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
490 1.0 [b'000552.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
491 1.0 [b'000553.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
492 1.0 [b'000554.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
493 1.0 [b'000555.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
494 1.0 [b'000556.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
495 0.0 [b'000557.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_r
496 1.0 [b'000558.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
497 1.0 [b'000559.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
498 1.0 [b'000560.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
499 1.0 [b'000561.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
500 1.0 [b'000562.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
501 1.0 [b'000563.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
502 1.0 [b'000564.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
503 1.0 [b'000565.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
504 1.0 [b'000566.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
505 1.0 [b'000567.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
506 1.0 [b'000568.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
507 1.0 [b'000569.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
508 1.0 [b'000570.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
509 1.0 [b'000571.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
510 0.0 [b'000572.jpg'] [b'0830_noon_engi1_l'] engi1_l kawakami_bench
511 1.0 [b'000573.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
512 1.0 [b'000574.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
513 1.0 [b'000575.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
514 1.0 [b'000576.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
515 1.0 [b'000577.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
516 1.0 [b'000578.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
517 1.0 [b'000579.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
518 1.0 [b'000580.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
519 1.0 [b'000581.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
520 1.0 [b'000582.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
521 1.0 [b'000583.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
522 0.0 [b'000584.jpg'] [b'0830_noon_engi1_l'] engi1_l kawakami_bench
523 1.0 [b'000585.jpg'] [b'0830_noon_engi1_l'] engi1_l engi1_l
524 1.0 [b'000586.jpg'] [b'IMG_2307'] engi1_l engi1_l
525 1.0 [b'000587.jpg'] [b'IMG_2307'] engi1_l engi1_l
526 1.0 [b'000588.jpg'] [b'IMG_2307'] engi1_l engi1_l
527 1.0 [b'000589.jpg'] [b'IMG_2307'] engi1_l engi1_l
528 1.0 [b'000590.jpg'] [b'IMG_2307'] engi1_l engi1_l
529 1.0 [b'000591.jpg'] [b'IMG_2307'] engi1_l engi1_l
530 1.0 [b'000592.jpg'] [b'IMG_2307'] engi1_l engi1_l
531 1.0 [b'000593.jpg'] [b'IMG_2307'] engi1_l engi1_l
532 1.0 [b'000594.jpg'] [b'IMG_2307'] engi1_l engi1_l
533 1.0 [b'000595.jpg'] [b'IMG_2307'] engi1_l engi1_l
534 1.0 [b'000596.jpg'] [b'IMG_2307'] engi1_l engi1_l
535 1.0 [b'000597.jpg'] [b'IMG_2307'] engi1_l engi1_l
536 1.0 [b'000598.jpg'] [b'IMG_2307'] engi1_l engi1_l
537 1.0 [b'000599.jpg'] [b'IMG_2307'] engi1_l engi1_l
538 1.0 [b'000600.jpg'] [b'IMG_2307'] engi1_l engi1_l
539 1.0 [b'000601.jpg'] [b'IMG_2307'] engi1_l engi1_l
540 1.0 [b'000602.jpg'] [b'IMG_2307'] engi1_l engi1_l
541 1.0 [b'000603.jpg'] [b'IMG_2307'] engi1_l engi1_l
542 1.0 [b'000604.jpg'] [b'IMG_2307'] engi1_l engi1_l
543 1.0 [b'000605.jpg'] [b'IMG_2307'] engi1_l engi1_l
544 1.0 [b'000606.jpg'] [b'IMG_2307'] engi1_l engi1_l
545 1.0 [b'000607.jpg'] [b'IMG_2307'] engi1_l engi1_l
546 1.0 [b'000608.jpg'] [b'IMG_2307'] engi1_l engi1_l
547 1.0 [b'000609.jpg'] [b'IMG_2307'] engi1_l engi1_l
548 1.0 [b'000610.jpg'] [b'IMG_2307'] engi1_l engi1_l
549 1.0 [b'000611.jpg'] [b'IMG_2307'] engi1_l engi1_l
550 1.0 [b'000612.jpg'] [b'IMG_2307'] engi1_l engi1_l
551 1.0 [b'000613.jpg'] [b'IMG_2307'] engi1_l engi1_l
552 1.0 [b'000614.jpg'] [b'IMG_2307'] engi1_l engi1_l
553 1.0 [b'000615.jpg'] [b'IMG_2307'] engi1_l engi1_l
554 1.0 [b'000616.jpg'] [b'IMG_2307'] engi1_l engi1_l
555 1.0 [b'000617.jpg'] [b'IMG_2307'] engi1_l engi1_l
556 1.0 [b'000618.jpg'] [b'IMG_2307'] engi1_l engi1_l
557 1.0 [b'000619.jpg'] [b'IMG_2307'] engi1_l engi1_l
558 1.0 [b'000620.jpg'] [b'IMG_2307'] engi1_l engi1_l
559 1.0 [b'000621.jpg'] [b'IMG_2307'] engi1_l engi1_l
560 1.0 [b'000622.jpg'] [b'IMG_2307'] engi1_l engi1_l
561 1.0 [b'000623.jpg'] [b'IMG_2307'] engi1_l engi1_l
562 1.0 [b'000624.jpg'] [b'IMG_2307'] engi1_l engi1_l
563 1.0 [b'000625.jpg'] [b'IMG_2307'] engi1_l engi1_l
564 1.0 [b'000626.jpg'] [b'IMG_2307'] engi1_l engi1_l
565 1.0 [b'000627.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
566 1.0 [b'000628.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
567 0.0 [b'000629.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_r
568 1.0 [b'000630.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
569 0.0 [b'000631.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_r
570 1.0 [b'000632.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
571 1.0 [b'000633.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
572 0.0 [b'000634.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_r
573 1.0 [b'000635.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
574 1.0 [b'000636.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
575 1.0 [b'000637.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
576 0.0 [b'000638.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_r
577 1.0 [b'000639.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
578 1.0 [b'000640.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
579 1.0 [b'000641.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
580 0.0 [b'000642.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l corp_l
581 1.0 [b'000643.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
582 1.0 [b'000644.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
583 0.0 [b'000645.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l corp_l
584 1.0 [b'000646.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
585 1.0 [b'000647.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
586 1.0 [b'000648.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
587 1.0 [b'000649.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
588 1.0 [b'000650.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
589 1.0 [b'000651.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
590 1.0 [b'000652.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
591 1.0 [b'000653.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
592 1.0 [b'000654.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
593 1.0 [b'000655.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
594 1.0 [b'000656.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
595 1.0 [b'000657.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
596 1.0 [b'000658.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
597 1.0 [b'000659.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
598 1.0 [b'000660.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
599 1.0 [b'000661.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
600 1.0 [b'000662.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
601 1.0 [b'000663.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
602 1.0 [b'000664.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
603 1.0 [b'000665.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
604 1.0 [b'000666.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
605 1.0 [b'000667.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
606 1.0 [b'000668.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
607 1.0 [b'000669.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
608 1.0 [b'000670.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
609 1.0 [b'000671.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
610 1.0 [b'000672.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
611 1.0 [b'000673.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
612 1.0 [b'000674.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
613 1.0 [b'000675.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
614 0.0 [b'000676.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l izumikawa_l
615 1.0 [b'000677.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
616 1.0 [b'000678.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
617 1.0 [b'000679.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
618 1.0 [b'000680.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
619 1.0 [b'000681.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
620 0.0 [b'000682.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l kawakami_kitsuenjo
621 0.0 [b'000683.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l kawakami_kitsuenjo
622 1.0 [b'000684.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
623 1.0 [b'000685.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
624 1.0 [b'000686.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
625 1.0 [b'000687.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
626 1.0 [b'000688.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
627 1.0 [b'000689.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_l
628 0.0 [b'000690.jpg'] [b'sunny_evening_engi1_l_2'] engi1_l engi1_r
629 1.0 [b'000691.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
630 0.0 [b'000692.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l izumikawa_r
631 0.0 [b'000693.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l izumikawa_r
632 1.0 [b'000694.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
633 1.0 [b'000695.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
634 0.0 [b'000696.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l izumikawa_r
635 1.0 [b'000697.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
636 1.0 [b'000698.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
637 0.0 [b'000699.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l izumikawa_r
638 0.0 [b'000700.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l izumikawa_r
639 1.0 [b'000701.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
640 1.0 [b'000702.jpg'] [b'cloudy_morning_engi1_l_2'] engi1_l engi1_l
